id,name,cohort,predicted_gender,confidence,namerank,h_index,cited_by_count,credential_country,institution,subfield
cpho_yang_dong_2009,Yang Dong (杨栋),cpho_china_first_prize,ambiguous,east_asian_name,0.2122,,,China,,
cpho_xie_yuchen_2009,Xie Yuchen (谢雨辰),cpho_china_first_prize,ambiguous,east_asian_name,0.213,,,China,,
cpho_xu_lin_2009,Xu Lin (徐林),cpho_china_first_prize,ambiguous,east_asian_name,0.1835,,,China,,
cpho_jing_li_2009,Jing Li (靖礼),cpho_china_first_prize,ambiguous,east_asian_name,0.0908,,,China,,
cpho_zheng_fan_2009,Zheng Fan (郑凡),cpho_china_first_prize,ambiguous,east_asian_name,0.2108,,,China,,
cpho_yu_qian_2009,Yu Qian (于乾),cpho_china_first_prize,ambiguous,east_asian_name,0.1562,,,China,,
cpho_xu_xiangfei_2009,Xu Xiangfei (许翔飞),cpho_china_first_prize,ambiguous,east_asian_name,0.1516,,,China,,
cpho_cao_chuanwu_2009,Cao Chuanwu (曹传午),cpho_china_first_prize,ambiguous,east_asian_name,0.2051,,,China,,
cpho_he_zijian_2009,He Zijian (贺子剑),cpho_china_first_prize,ambiguous,east_asian_name,0.1489,,,China,,
cpho_du_dikang_2009,Du Dikang (杜頔康),cpho_china_first_prize,ambiguous,east_asian_name,0.1773,,,China,,
cpho_zhong_ding_2009,Zhong Ding (钟顶),cpho_china_first_prize,ambiguous,east_asian_name,0.1611,,,China,,
cpho_xu_fangzhou_2009,Xu Fangzhou (许方舟),cpho_china_first_prize,ambiguous,east_asian_name,0.1954,,,China,,
cpho_zhang_yongliang_2009,Zhang Yongliang (张涌良),cpho_china_first_prize,ambiguous,east_asian_name,0.2114,,,China,,
cpho_xiang_zhongyuan_2009,Xiang Zhongyuan (向重远),cpho_china_first_prize,ambiguous,east_asian_name,0.1795,,,China,,
cpho_qin_feng_2009,Qin Feng (秦峰),cpho_china_first_prize,ambiguous,east_asian_name,0.1578,,,China,,
cpho_dai_zhehao_2009,Dai Zhehao (戴哲昊),cpho_china_first_prize,ambiguous,east_asian_name,0.2214,,,China,,
cpho_guan_muzhi_2009,Guan Muzhi (关牧之),cpho_china_first_prize,ambiguous,androgynous,0.1746,,,China,,
cpho_huang_zeyu_2009,Huang Zeyu (黄泽宇),cpho_china_first_prize,ambiguous,east_asian_name,0.1895,,,China,,
cpho_sun_jian_2009,Sun Jian (孙健),cpho_china_first_prize,ambiguous,east_asian_name,0.1657,,,China,,
cpho_zhou_an_2009,Zhou An (周安),cpho_china_first_prize,ambiguous,east_asian_name,0.133,,,China,,
cpho_zhou_xiaofei_2009,Zhou Xiaofei (周啸飞),cpho_china_first_prize,ambiguous,east_asian_name,0.1654,,,China,,
cpho_chen_si_2009,Chen Si (陈思),cpho_china_first_prize,ambiguous,east_asian_name,0.1611,,,China,,
cpho_tang_lanxi_2009,Tang Lanxi (汤兰西),cpho_china_first_prize,ambiguous,east_asian_name,0.1596,,,China,,
cpho_dai_xiaoliang_2009,Dai Xiaoliang (戴晓亮),cpho_china_first_prize,ambiguous,east_asian_name,0.23,,,China,,
cpho_qiu_xiaokang_2009,Qiu Xiaokang (邱晓康),cpho_china_first_prize,ambiguous,east_asian_name,0.1873,,,China,,
cpho_sun_sibai_2009,Sun Sibai (孙思白),cpho_china_first_prize,ambiguous,east_asian_name,0.1395,,,China,,
cpho_hu_qi_2009,Hu Qi (胡琦),cpho_china_first_prize,ambiguous,east_asian_name,0.1514,,,China,,
cpho_bao_yijun_2009,Bao Yijun (包宜骏),cpho_china_first_prize,male,medium,0.1849,,,China,,
cpho_jiang_peng_2009,Jiang Peng (姜鹏),cpho_china_first_prize,ambiguous,east_asian_name,0.1592,,,China,,
cpho_chen_sirui_2009,Chen Sirui (陈思睿),cpho_china_first_prize,ambiguous,east_asian_name,0.2103,,,China,,
cpho_mou_tong_2009,Mou Tong (牟瞳),cpho_china_first_prize,ambiguous,east_asian_name,0.1427,,,China,,
cpho_zhao_peng_2009,Zhao Peng (赵鹏),cpho_china_first_prize,ambiguous,east_asian_name,0.1832,,,China,,
cpho_sheng_jiming_2009,Sheng Jiming (生冀明),cpho_china_first_prize,ambiguous,androgynous,0.2338,,,China,,
cpho_tan_guoyu_2009,Tan Guoyu (谈国禹),cpho_china_first_prize,ambiguous,east_asian_name,0.2097,,,China,,
cpho_yang_kang_2009,Yang Kang (杨康),cpho_china_first_prize,ambiguous,east_asian_name,0.1311,,,China,,
cpho_li_bohai_2009,Li Bohai (李博海),cpho_china_first_prize,ambiguous,east_asian_name,0.1897,,,China,,
cpho_xu_haoyu_2009,Xu Haoyu (许皓宇),cpho_china_first_prize,ambiguous,east_asian_name,0.1914,,,China,,
cpho_zhou_chen_2009,Zhou Chen (周琛),cpho_china_first_prize,ambiguous,east_asian_name,0.263,,,China,,
cpho_wu_kailun_2009,Wu Kailun (吴凯伦),cpho_china_first_prize,ambiguous,east_asian_name,0.1597,,,China,,
cpho_ye_gongcheng_2009,Ye Gongcheng (叶工程),cpho_china_first_prize,ambiguous,east_asian_name,0.1341,,,China,,
cpho_li_bocheng_2009,Li Bocheng (李伯诚),cpho_china_first_prize,ambiguous,east_asian_name,0.1678,,,China,,
cpho_li_kan_2009,Li Kan (历侃),cpho_china_first_prize,ambiguous,east_asian_name,0.1711,,,China,,
cpho_sun_xiaohang_2009,Sun Xiaohang (孙骁航),cpho_china_first_prize,ambiguous,east_asian_name,0.1665,,,China,,
cpho_qin_yunshan_2009,Qin Yunshan (秦云山),cpho_china_first_prize,ambiguous,east_asian_name,0.1351,,,China,,
cmo_chen_jingwen_2012,Chen Jingwen (陈景文),cmo_china_gold,ambiguous,east_asian_name,0.3157,,,China,,
cmo_wan_zhiyu_2012,Wan Zhiyu (万智宇),cmo_china_gold,ambiguous,east_asian_name,0.3049,,,China,,
cmo_wang_donghao_2012,Wang Donghao (王东皞),cmo_china_gold,ambiguous,east_asian_name,0.4416,,,China,,
cmo_wang_yuchen_2012,Wang Yuchen (王宇辰),cmo_china_gold,ambiguous,east_asian_name,0.4349,,,China,,
cmo_wu_yuchen_2012,Wu Yuchen (吴宇辰),cmo_china_gold,ambiguous,east_asian_name,0.4597,,,China,,
cmo_jin_di_2012,Jin Di (金迪),cmo_china_gold,ambiguous,east_asian_name,0.3068,,,China,,
cmo_cai_dean_2012,Cai De'an (蔡德安),cmo_china_gold,ambiguous,east_asian_name,0.3438,,,China,,
cmo_huang_qiushi_2012,Huang Qiushi (黄秋实),cmo_china_gold,ambiguous,east_asian_name,0.3843,,,China,,
cmo_wang_lihan_2012,Wang Lihan (王力汉),cmo_china_gold,ambiguous,east_asian_name,0.383,,,China,,
cmo_du_yukun_2012,Du Yukun (杜雨昆),cmo_china_gold,ambiguous,east_asian_name,0.3527,,,China,,
cmo_sun_weifeng_2012,Sun Weifeng (孙巍峰),cmo_china_gold,ambiguous,east_asian_name,0.3689,,,China,,
cmo_song_ganlin_2012,Song Ganlin (宋甘霖),cmo_china_gold,ambiguous,east_asian_name,0.4784,,,China,,
cmo_hu_wei_2012,Hu Wei (胡威),cmo_china_gold,ambiguous,east_asian_name,0.253,,,China,,
cmo_li_luying_2012,Li Luying (李露颖),cmo_china_gold,ambiguous,east_asian_name,0.3022,,,China,,
cmo_li_tianpeng_2012,Li Tianpeng (李天鹏),cmo_china_gold,ambiguous,east_asian_name,0.4462,,,China,,
cmo_liang_zhehui_2012,Liang Zhehui (梁喆晖),cmo_china_gold,ambiguous,east_asian_name,0.3978,,,China,,
cmo_wang_haoyu_2012,Wang Haoyu (王昊宇),cmo_china_gold,ambiguous,east_asian_name,0.2619,,,China,,
cmo_yang_yufan_2012,Yang Yufan (杨于范),cmo_china_gold,ambiguous,east_asian_name,0.4324,,,China,,
cmo_zhu_zirun_2012,Zhu Zirun (朱子润),cmo_china_gold,ambiguous,east_asian_name,0.3946,,,China,,
cmo_leng_junsheng_2012,Leng Junsheng (冷俊胜),cmo_china_gold,ambiguous,unknown_to_detector,0.5081,,,China,,
cmo_liang_yizhou_2012,Liang Yizhou (梁逸舟),cmo_china_gold,ambiguous,east_asian_name,0.3816,,,China,,
cmo_su_tianning_2012,Su Tianning (粟天宁),cmo_china_gold,ambiguous,androgynous,0.4149,,,China,,
cmo_zhang_tianyi_2012,Zhang Tianyi (张天翼),cmo_china_gold,ambiguous,east_asian_name,0.5216,,,China,,
cmo_zhu_xiangjiang_2012,Zhu Xiangjiang (朱湘疆),cmo_china_gold,ambiguous,east_asian_name,0.3511,,,China,,
cmo_zeng_mengqi_2012,Zeng Mengqi (曾梦祺),cmo_china_gold,ambiguous,east_asian_name,0.4568,,,China,,
cmo_song_yuyang_2012,Song Yuyang (宋宇洋),cmo_china_gold,ambiguous,east_asian_name,0.4351,,,China,,
cmo_wang_zhiming_2012,Wang Zhiming (王之铭),cmo_china_gold,ambiguous,east_asian_name,0.3392,,,China,,
cmo_yin_yian_2012,Yin Yi'an (殷裔安),cmo_china_gold,ambiguous,east_asian_name,0.3265,,,China,,
cmo_hu_chen_2012,Hu Chen (胡辰),cmo_china_gold,ambiguous,east_asian_name,0.3324,,,China,,
cmo_wu_yichong_2012,Wu Yichong (吴艺翀),cmo_china_gold,ambiguous,east_asian_name,0.3862,,,China,,
cmo_bai_tianyi_2012,Bai Tianyi (白天衣),cmo_china_gold,ambiguous,east_asian_name,0.4257,,,China,,
cmo_wang_zhongjian_2012,Wang Zhongjian (王中剑),cmo_china_gold,ambiguous,east_asian_name,0.2586,,,China,,
cmo_wu_hao_2012,Wu Hao (吴昊),cmo_china_gold,ambiguous,east_asian_name,0.377,,,China,,
cmo_xu_jingcheng_2012,Xu Jingcheng (徐竟成),cmo_china_gold,ambiguous,east_asian_name,0.3946,,,China,,
cmo_gao_chao_2012,Gao Chao (高超),cmo_china_gold,ambiguous,east_asian_name,0.3368,,,China,,
cmo_zhang_yangkun_2012,Zhang Yangkun (张阳坤),cmo_china_gold,ambiguous,east_asian_name,0.4076,,,China,,
cmo_fei_jiayan_2012,Fei Jiayan (费嘉彦),cmo_china_gold,ambiguous,androgynous,0.2986,,,China,,
cmo_she_yiyang_2012,She Yiyang (佘毅阳),cmo_china_gold,ambiguous,unknown_to_detector,0.4689,,,China,,
cmo_you_zhiyi_2012,You Zhiyi (尤之一),cmo_china_gold,ambiguous,east_asian_name,0.3224,,,China,,
cmo_zhang_yihao_2012,Zhang Yihao (张逸昊),cmo_china_gold,ambiguous,east_asian_name,0.4376,,,China,,
cmo_liu_siyu_2012,Liu Siyu (刘思雨),cmo_china_gold,ambiguous,east_asian_name,0.4022,,,China,,
cmo_he_fan_2012,He Fan (何璠),cmo_china_gold,ambiguous,east_asian_name,0.3173,,,China,,
cmo_wang_quan_2012,Wang Quan (王权),cmo_china_gold,ambiguous,east_asian_name,0.2449,,,China,,
cmo_xu_yi_2012,Xu Yi (徐逸),cmo_china_gold,ambiguous,east_asian_name,0.2854,,,China,,
cmo_zhang_letao_2012,Zhang Letao (张乐涛),cmo_china_gold,ambiguous,east_asian_name,0.3205,,,China,,
cmo_zhou_qiliang_2012,Zhou Qiliang (周琪亮),cmo_china_gold,ambiguous,east_asian_name,0.3011,,,China,,
noi_ai_yuqing_2012,Ai Yuqing (艾雨青),noi_china_gold,female,high,0.4112,,,China,,
noi_ru_yizhong_2012,Ru Yizhong (茹逸中),noi_china_gold,ambiguous,androgynous,0.45,,,China,,
noi_li_chao_2012,Li Chao (李超),noi_china_gold,ambiguous,east_asian_name,0.5105,,,China,,
noi_yao_xuanrong_2012,Yao Xuanrong (姚炫容),noi_china_gold,ambiguous,east_asian_name,0.2541,,,China,,
noi_du_yuhao_2013,Du Yuhao (杜瑜皓),noi_china_gold,ambiguous,east_asian_name,0.6378,,,China,,
noi_mao_xiao_2013,Mao Xiao (毛啸),noi_china_gold,ambiguous,east_asian_name,0.397,,,China,,
noi_du_zhuofan_2013,Du Zhuofan (杜卓帆),noi_china_gold,ambiguous,east_asian_name,0.4676,,,China,,
noi_tang_shizhi_2013,Tang Shizhi (唐适之),noi_china_gold,ambiguous,east_asian_name,0.2778,,,China,,
noi_ouyang_qianyu_2013,Ouyang Qianyu (欧阳前宇),noi_china_gold,ambiguous,east_asian_name,0.34,,,China,,
ds_aixin_liu,Aixin Liu,deepseek_v3_author,ambiguous,east_asian_name,0.2257,,,China,,
ds_bingxuan_wang,Bingxuan Wang,deepseek_v3_author,ambiguous,east_asian_name,0.2584,,,China,,
ds_chenggang_zhao,Chenggang Zhao,deepseek_v3_author,ambiguous,east_asian_name,0.1741,,,China,,
ds_chong_ruan,Chong Ruan,deepseek_v3_author,ambiguous,east_asian_name,0.1868,,,China,,
ds_daya_guo,Daya Guo,deepseek_v3_author,ambiguous,east_asian_name,0.3078,,,China,,
ds_dejian_yang,Dejian Yang,deepseek_v3_author,ambiguous,east_asian_name,0.1843,,,China,,
ds_erhang_li,Erhang Li,deepseek_v3_author,ambiguous,east_asian_name,0.1457,,,China,,
ds_fuli_luo,Fuli Luo,deepseek_v3_author,ambiguous,east_asian_name,0.1484,,,China,,
ds_guowei_li,Guowei Li,deepseek_v3_author,ambiguous,east_asian_name,0.1626,,,China,,
ds_hanwei_xu,Hanwei Xu,deepseek_v3_author,ambiguous,east_asian_name,0.1722,,,China,,
ds_honghui_ding,Honghui Ding,deepseek_v3_author,ambiguous,east_asian_name,0.2006,,,China,,
ds_hui_li,Hui Li,deepseek_v3_author,ambiguous,east_asian_name,0.1832,,,China,,
ds_jian_liang,Jian Liang,deepseek_v3_author,ambiguous,east_asian_name,0.1686,,,China,,
ds_jiashi_li,Jiashi Li,deepseek_v3_author,ambiguous,east_asian_name,0.1395,,,China,,
ds_jingchang_chen,Jingchang Chen,deepseek_v3_author,ambiguous,east_asian_name,0.1535,,,China,,
ds_junlong_li,Junlong Li,deepseek_v3_author,ambiguous,east_asian_name,0.1981,,,China,,
ds_kai_hu,Kai Hu,deepseek_v3_author,ambiguous,east_asian_name,0.1357,,,China,,
ds_kexin_huang,Kexin Huang,deepseek_v3_author,ambiguous,east_asian_name,0.1376,,,China,,
ds_lecong_zhang,Lecong Zhang,deepseek_v3_author,ambiguous,east_asian_name,0.1568,,,China,,
ds_liang_zhao,Liang Zhao,deepseek_v3_author,ambiguous,east_asian_name,0.1249,,,China,,
ds_meng_li,Meng Li,deepseek_v3_author,ambiguous,east_asian_name,0.1227,,,China,,
ds_minghua_zhang,Minghua Zhang,deepseek_v3_author,ambiguous,east_asian_name,0.1986,,,China,,
ds_ning_tian,Ning Tian,deepseek_v3_author,ambiguous,east_asian_name,0.137,,,China,,
ds_peng_zhang,Peng Zhang,deepseek_v3_author,ambiguous,east_asian_name,0.1586,,,China,,
ds_qinyu_chen,Qinyu Chen,deepseek_v3_author,ambiguous,east_asian_name,0.1503,,,China,,
ds_r_l_jin,R. L. Jin,deepseek_v3_author,ambiguous,east_asian_name,0.1511,,,China,,
ds_ruizhe_pan,Ruizhe Pan,deepseek_v3_author,ambiguous,east_asian_name,0.2308,,,China,,
ds_ruoyu_zhang,Ruoyu Zhang,deepseek_v3_author,ambiguous,east_asian_name,0.2311,,,China,,
ds_shanghao_lu,Shanghao Lu,deepseek_v3_author,ambiguous,east_asian_name,0.1486,,,China,,
ds_shaoqing_wu,Shaoqing Wu,deepseek_v3_author,ambiguous,east_asian_name,0.1876,,,China,,
ds_shirong_ma,Shirong Ma,deepseek_v3_author,ambiguous,east_asian_name,0.1403,,,China,,
ds_shuiping_yu,Shuiping Yu,deepseek_v3_author,ambiguous,east_asian_name,0.1819,,,China,,
ds_t_wang,T. Wang,deepseek_v3_author,ambiguous,east_asian_name,0.1386,,,China,,
ds_tianyu_sun,Tianyu Sun,deepseek_v3_author,ambiguous,east_asian_name,0.2064,,,China,,
ds_wanjia_zhao,Wanjia Zhao,deepseek_v3_author,ambiguous,east_asian_name,0.1527,,,China,,
ds_wenfeng_liang,Wenfeng Liang,deepseek_v3_author,ambiguous,east_asian_name,0.2292,,,China,,
ds_wentao_zhang,Wentao Zhang,deepseek_v3_author,ambiguous,east_asian_name,0.217,,,China,,
ds_xianzu_wang,Xianzu Wang,deepseek_v3_author,ambiguous,east_asian_name,0.1732,,,China,,
ds_xiaohan_wang,Xiaohan Wang,deepseek_v3_author,ambiguous,east_asian_name,0.2151,,,China,,
ds_xiaokang_zhang,Xiaokang Zhang,deepseek_v3_author,ambiguous,east_asian_name,0.1911,,,China,,
ds_xiaowen_sun,Xiaowen Sun,deepseek_v3_author,ambiguous,east_asian_name,0.1362,,,China,,
ds_xin_liu,Xin Liu,deepseek_v3_author,ambiguous,east_asian_name,0.1697,,,China,,
ds_xingkai_yu,Xingkai Yu,deepseek_v3_author,ambiguous,east_asian_name,0.1751,,,China,,
ds_xinyi_zhou,Xinyi Zhou,deepseek_v3_author,ambiguous,east_asian_name,0.1911,,,China,,
ds_xuecheng_su,Xuecheng Su,deepseek_v3_author,ambiguous,androgynous,0.2105,,,China,,
ds_y_q_wang,Y. Q. Wang,deepseek_v3_author,ambiguous,east_asian_name,0.1649,,,China,,
ds_yang_zhang,Yang Zhang,deepseek_v3_author,ambiguous,east_asian_name,0.1165,,,China,,
ds_yanping_huang,Yanping Huang,deepseek_v3_author,ambiguous,east_asian_name,0.1622,,,China,,
ds_yaofeng_sun,Yaofeng Sun,deepseek_v3_author,ambiguous,east_asian_name,0.1803,,,China,,
ds_yi_yu,Yi Yu,deepseek_v3_author,ambiguous,east_asian_name,0.1159,,,China,,
ds_yifan_shi,Yifan Shi,deepseek_v3_author,ambiguous,east_asian_name,0.1919,,,China,,
ds_ying_tang,Ying Tang,deepseek_v3_author,ambiguous,east_asian_name,0.2162,,,China,,
ds_yixuan_tan,Yixuan Tan,deepseek_v3_author,ambiguous,east_asian_name,0.1797,,,China,,
ds_yongqiang_guo,Yongqiang Guo,deepseek_v3_author,ambiguous,east_asian_name,0.2159,,,China,,
ds_yu_wu,Yu Wu,deepseek_v3_author,ambiguous,east_asian_name,0.2251,,,China,,
ds_yuchen_zhu,Yuchen Zhu,deepseek_v3_author,ambiguous,east_asian_name,0.1846,,,China,,
ds_yuheng_zou,Yuheng Zou,deepseek_v3_author,ambiguous,east_asian_name,0.1227,,,China,,
ds_yunfan_xiong,Yunfan Xiong,deepseek_v3_author,ambiguous,east_asian_name,0.2641,,,China,,
ds_yuxiang_luo,Yuxiang Luo,deepseek_v3_author,ambiguous,east_asian_name,0.1381,,,China,,
ds_yuyang_zhou,Yuyang Zhou,deepseek_v3_author,ambiguous,east_asian_name,0.2003,,,China,,
ds_zehui_ren,Zehui Ren,deepseek_v3_author,ambiguous,east_asian_name,0.2285,,,China,,
ds_zhean_xu,Zhean Xu,deepseek_v3_author,ambiguous,east_asian_name,0.1284,,,China,,
ds_zhenda_xie,Zhenda Xie,deepseek_v3_author,ambiguous,east_asian_name,0.2405,,,China,,
ds_zhibin_gou,Zhibin Gou,deepseek_v3_author,ambiguous,androgynous,0.18,,,China,,
ds_zhihong_shao,Zhihong Shao,deepseek_v3_author,ambiguous,east_asian_name,0.2638,,,China,,
ds_zhongyu_zhang,Zhongyu Zhang,deepseek_v3_author,ambiguous,east_asian_name,0.1505,,,China,,
ds_zijia_zhu,Zijia Zhu,deepseek_v3_author,ambiguous,east_asian_name,0.1027,,,China,,
ds_ziwei_xie,Ziwei Xie,deepseek_v3_author,ambiguous,east_asian_name,0.1695,,,China,,
ds_zizheng_pan,Zizheng Pan,deepseek_v3_author,ambiguous,east_asian_name,0.1173,,,China,,
ikp_t67_myung_hoon_sunwoo,Myung Hoon Sunwoo,long_tail_researcher_ikp,ambiguous,androgynous,0.1619,16,1407,,,computer architecture
ikp_t67_gaurav_bansod,Gaurav Bansod,long_tail_researcher_ikp,ambiguous,unknown_to_detector,0.2205,11,493,,,computer security
ikp_t67_lixiang_ao,Lixiang Ao,long_tail_researcher_ikp,ambiguous,androgynous,0.2032,6,293,,,distributed systems
ikp_t67_dan_schatzberg,Dan Schatzberg,long_tail_researcher_ikp,male,high,0.1717,5,170,,,computer architecture
ikp_t67_janick_edinger,Janick Edinger,long_tail_researcher_ikp,ambiguous,androgynous,0.3065,11,566,,,distributed systems
ikp_t67_christos_kozanitis,Christos Kozanitis,long_tail_researcher_ikp,male,high,0.1711,13,566,,,computer architecture
ikp_t67_albert_gran_alcoz,Albert Gran Alcoz,long_tail_researcher_ikp,male,high,0.1638,5,130,,,computer networking
ikp_t67_xuanhua_shi,Xuanhua Shi,long_tail_researcher_ikp,ambiguous,east_asian_name,0.2705,24,2417,,,computer architecture
ikp_t67_stanko_novakovic,Stanko Novakovic,long_tail_researcher_ikp,male,high,0.3054,13,1068,,,computer architecture
ikp_t67_andrew_litteken,Andrew Litteken,long_tail_researcher_ikp,male,high,0.1703,6,105,,,computer architecture
ikp_t67_ryan_beckett,Ryan Beckett,long_tail_researcher_ikp,male,medium,0.2876,16,982,,,programming languages
ikp_t67_changlin_wan,Changlin Wan,long_tail_researcher_ikp,ambiguous,east_asian_name,0.1484,15,1253,,,computational biology
ikp_t67_zhifeng_bao,Zhifeng Bao,long_tail_researcher_ikp,ambiguous,androgynous,0.3584,32,3936,,,information retrieval
ikp_t67_theo_jepsen,Theo Jepsen,long_tail_researcher_ikp,male,high,0.1265,8,260,,,computer networking
ikp_t67_jeffrey_helt,Jeffrey Helt,long_tail_researcher_ikp,male,high,0.0862,4,38,,,distributed systems
ikp_t67_drew_davidson,Drew Davidson,long_tail_researcher_ikp,male,high,0.2335,16,967,,,computer security
ikp_t67_nirav_atre,Nirav Atre,long_tail_researcher_ikp,ambiguous,unknown_to_detector,0.1478,4,109,,,computer security
ikp_t67_jayashree_mohan,Jayashree Mohan,long_tail_researcher_ikp,female,high,0.3346,10,271,,,operating systems
ikp_t67_alex_depoutovitch,Alex Depoutovitch,long_tail_researcher_ikp,male,high,0.0831,4,134,,,operating systems
ikp_t67_weifeng_he,Weifeng He,long_tail_researcher_ikp,ambiguous,east_asian_name,0.1954,40,4619,,,computer security
ikp_t67_chong_mou,Chong Mou,long_tail_researcher_ikp,ambiguous,androgynous,0.1789,14,1506,,,computer vision
ikp_t67_olga_poppe,Olga Poppe,long_tail_researcher_ikp,female,high,0.2216,11,272,,,database systems
ikp_t67_sayed_masoud_sayedi,Sayed Masoud Sayedi,long_tail_researcher_ikp,male,high,0.1727,10,431,,,computer architecture
ikp_t67_lea_theresa_grber,Lea Theresa Gröber,long_tail_researcher_ikp,female,high,0.11,5,74,,,computer security
ikp_t67_richard_antonello,Richard Antonello,long_tail_researcher_ikp,male,high,0.073,5,126,,,natural language processing
ikp_t67_kasm_sinan_yldrm,Kasım Sinan Yıldırım,long_tail_researcher_ikp,male,high,0.2362,19,1400,,,embedded systems
ikp_t67_zuoning_chen,Zuoning Chen,long_tail_researcher_ikp,ambiguous,east_asian_name,0.2438,12,1179,,,operating systems
ikp_t67_daisuke_fujimoto,Daisuke Fujimoto,long_tail_researcher_ikp,male,high,0.2559,20,1007,,,computer security
ikp_t67_fridtjof_stein,Fridtjof Stein,long_tail_researcher_ikp,male,high,0.0681,20,2517,,,computer vision
ikp_t67_ikram_ali,Ikram Ali,long_tail_researcher_ikp,ambiguous,androgynous,0.0765,23,2068,,,computer security
ikp_t67_muhammad_adnan_tariq,Muhammad Adnan Tariq,long_tail_researcher_ikp,male,high,0.2014,19,1290,,,distributed systems
ikp_t67_chung_hee_hwang,Chung Hee Hwang,long_tail_researcher_ikp,ambiguous,east_asian_name,0.1032,10,704,,,natural language processing
ikp_t67_antonios_makris,Antonios Makris,long_tail_researcher_ikp,male,high,0.1338,35,3852,,,distributed systems
ikp_t67_hiroaki_kikuchi,Hiroaki Kikuchi,long_tail_researcher_ikp,male,high,0.3046,32,4169,,,computer security
ikp_t67_alexey_rolich,Alexey Rolich,long_tail_researcher_ikp,male,high,0.1684,7,207,,,computer networking
ikp_t67_felix_wu,Felix Wu,long_tail_researcher_ikp,ambiguous,east_asian_name,0.2838,41,9583,,,computer security
ikp_t67_ninja_marnau,Ninja Marnau,long_tail_researcher_ikp,female,high,0.093,7,264,,,computer security
ikp_t67_manar_ahmed_hamza,Manar Ahmed Hamza,long_tail_researcher_ikp,ambiguous,unknown_to_detector,0.1416,21,1693,,,computer security
ikp_t67_meni_orenbach,Meni Orenbach,long_tail_researcher_ikp,male,high,0.1816,4,242,,,computer security
ikp_t67_lalithkumar_seenivasan,Lalithkumar Seenivasan,long_tail_researcher_ikp,ambiguous,unknown_to_detector,0.2319,9,346,,,computer vision
ikp_t67_carlos_alberto_lpez_barrio,Carlos Alberto López Barrio,long_tail_researcher_ikp,male,high,0.1938,7,166,,,embedded systems
ikp_t67_nana_ramadijanti,Nana Ramadijanti,long_tail_researcher_ikp,female,high,0.2108,7,139,,,computer vision
ikp_t67_carles_daz_vilor,Carles Díaz-Vilor,long_tail_researcher_ikp,male,high,0.1527,7,171,,,computer networking
ikp_t67_francisco_rico_novella,Francisco Rico-Novella,long_tail_researcher_ikp,male,high,0.1697,9,235,,,computer security
ikp_t67_luisa_franchina,Luisa Franchina,long_tail_researcher_ikp,female,high,0.1316,7,172,,,computer security
ikp_t67_samson_wang,Samson Wang,long_tail_researcher_ikp,ambiguous,east_asian_name,0.0889,12,626,,,theoretical computer science
ikp_t67_tudor_mihai_stoenescu,Tudor Mihai Stoenescu,long_tail_researcher_ikp,male,high,0.0797,7,129,,,computer networking
ikp_t67_meera_sridhar,Meera Sridhar,long_tail_researcher_ikp,female,high,0.1324,1,322,,,computer security
ikp_t67_yair_lakretz,Yair Lakretz,long_tail_researcher_ikp,male,high,0.3062,13,1302,,,natural language processing
ikp_t67_asuman_senol,Asuman Senol,long_tail_researcher_ikp,female,high,0.2,3,19,,,computer security
ikp_t67_abhradeep_thakurta,Abhradeep Thakurta,long_tail_researcher_ikp,ambiguous,unknown_to_detector,0.3549,30,3922,,,theoretical computer science
ikp_t67_ben_herzberg,Ben Herzberg,long_tail_researcher_ikp,male,high,0.2327,5,104,,,computer security
ikp_t67_azadeh_farzan,Azadeh Farzan,long_tail_researcher_ikp,ambiguous,unknown_to_detector,0.3557,23,1599,,,programming languages
ikp_t67_zhengyu_he,Zhengyu He,long_tail_researcher_ikp,ambiguous,east_asian_name,0.1451,29,3174,,,operating systems
ikp_t67_aravindh_raman,Aravindh Raman,long_tail_researcher_ikp,ambiguous,unknown_to_detector,0.2792,16,822,,,computer networking
ikp_t67_suraj_jog,Suraj Jog,long_tail_researcher_ikp,male,high,0.1476,5,210,,,computer networking
ikp_t67_jeongkeun_lee,Jeongkeun Lee,long_tail_researcher_ikp,ambiguous,east_asian_name,0.3135,30,3586,,,computer networking
ikp_t67_ryan_stutsman,Ryan Stutsman,long_tail_researcher_ikp,male,medium,0.3078,20,2249,,,operating systems
ikp_t67_rong_chen,Rong Chen,long_tail_researcher_ikp,ambiguous,east_asian_name,0.2665,82,31876,,,operating systems
ikp_t67_poshun_wang,Po‐Shun Wang,long_tail_researcher_ikp,ambiguous,east_asian_name,0.1478,12,668,,,human-computer interaction
ikp_t67_victory_omole,Victory Omole,long_tail_researcher_ikp,ambiguous,unknown_to_detector,0.1638,5,223,,,computer architecture
ikp_t67_marieclaire_blache,Marie‐Claire Blache,long_tail_researcher_ikp,ambiguous,unknown_to_detector,0.0765,13,653,,,human-computer interaction
ikp_t67_jordan_mohler,Jordan Mohler,long_tail_researcher_ikp,male,high,0.0784,2,942,,,computer security
ikp_t67_juliette_hainline,Juliette Hainline,long_tail_researcher_ikp,female,high,0.0659,1,38,,,computer security
ikp_t67_yufeng_huang,Yufeng Huang,long_tail_researcher_ikp,ambiguous,east_asian_name,0.1681,17,3238,,,human-computer interaction
ikp_t67_nicole_m_wink,Nicole M Wink,long_tail_researcher_ikp,female,high,0.0743,7,335,,,computer vision
