entity_id,entity_name,cohort,n_models,namerank,namerank_sd,refusal_rate,embedding_sim_mean
ikp_t67_zhigang_cai,Zhigang Cai,long_tail_researcher_ikp,36,0.0,,0.528,0.567
oa_paper_a_novel_optimal_bipartite_consensus_control_scheme,A novel optimal bipartite consensus control scheme for unknown multi-agent systems via model-free reinforcement learning,long_tail_paper,36,0.0278,,0.333,0.768
artifact_marvin,Marvin,oss_project,36,0.6111,,0.139,0.809
oa_paper_occlusion_aware_depth_estimation_using_light_field,Occlusion-Aware Depth Estimation Using Light-Field Cameras,long_tail_paper,36,0.2222,,0.361,0.725
mid_tier_writer_eliyahu_m__goldratt,Eliyahu M. Goldratt,mid_tier_writer,36,0.9167,,0.083,0.876
oa_paper_semi_orthogonal_low_rank_matrix_factorization_for_,Semi-Orthogonal Low-Rank Matrix Factorization for Deep Neural Networks,long_tail_paper,36,0.25,,0.278,0.757
oa_paper_attitudes_of_hotel_customers_towards_the_use_of_se,Attitudes of hotel customers towards the use of service robots in hospitality service encounters,long_tail_paper,36,0.0,,0.444,0.68
artifact_cursor_company,Cursor (company),ai_startup_or_company,36,0.7222,,0.028,0.838
oa_paper_composability_in_quantum_cryptography,Composability in quantum cryptography,long_tail_paper,36,0.0556,,0.472,0.642
artifact_deepseek_r1_paper,DeepSeek-R1 paper,research_paper,36,0.5,,0.306,0.765
logan_kilpatrick,Logan Kilpatrick,reference_pilot,36,0.5556,,0.139,0.888
rhodes_2017_lauren_c_jackson,Lauren C. Jackson,rhodes_scholar,36,0.0556,,0.722,0.432
artifact_nim,Nim,programming_language,36,0.9444,,0.056,0.885
ikp_t67_zicang_xu,Zicang Xu,long_tail_researcher_ikp,36,0.0,,0.556,0.557
mid_tier_athlete_marise_kruger,Marise Kruger,mid_tier_athlete,36,0.25,,0.417,0.619
imo_zhuo_qun_alex_song,Zhuo Qun (Alex) Song,imo_gold,36,0.4444,,0.083,0.77
cmo_wan_zhiyu_2012,Wan Zhiyu (万智宇),cmo_china_gold,36,0.0278,,0.722,0.501
oa_paper_shape_robust_text_detection_with_progressive_scale,Shape Robust Text Detection With Progressive Scale Expansion Network,long_tail_paper,36,0.75,,0.083,0.83
artifact_gemini_1_5_pro,Gemini 1.5 Pro,foundation_model,36,0.7778,,0.139,0.61
msra_yongxin_tong_2012,Yongxin Tong,msra_phd_fellowship,36,0.5,,0.333,0.661
ds_chong_ruan,Chong Ruan,deepseek_v3_author,36,0.1667,,0.444,0.658
ioi_alexey_gordeev,Alexey Gordeev,ioi_gold,36,0.0556,,0.389,0.626
artifact_attention_rollout,Attention rollout,named_method,36,0.8333,,0.083,0.734
oa_paper_infrared_and_visible_image_fusion_via_saliency_ana,Infrared and visible image fusion via saliency analysis and local edge-preserving multi-scale decomposition,long_tail_paper,36,0.0556,,0.389,0.712
oa_paper_quantum_bridge_analytics_i_a_tutorial_on_formulati,Quantum Bridge Analytics I: a tutorial on formulating and using QUBO models,long_tail_paper,36,0.5278,,0.222,0.788
msra_seung_hwan_baek_2017,Seung-Hwan Baek,msra_phd_fellowship,36,0.2778,,0.5,0.6
ikp_t67_chenren_xu,Chenren Xu,long_tail_researcher_ikp,36,0.4444,,0.306,0.693
artifact_sicp,SICP,research_paper,36,0.0,,0.472,0.554
msra_insu_han_2019,Insu Han,msra_phd_fellowship,36,0.1667,,0.444,0.623
imo_matei_mandache,Matei Mandache,imo_gold,36,0.1944,,0.306,0.765
artifact_dreamer_v2_paper,Dreamer V2 paper,research_paper,36,0.0,,0.028,0.507
oa_paper_multi_robot_auctions_for_allocation_of_tasks_with_,Multi-Robot Auctions for Allocation of Tasks with Temporal Constraints,long_tail_paper,36,0.1111,,0.306,0.789
cpho_zhou_xiaofei_2009,Zhou Xiaofei (周啸飞),cpho_china_first_prize,36,0.0,,0.667,0.511
oa_paper_effects_of_guided_reflexivity_and_team_feedback_on,Effects of guided reflexivity and team feedback on team performance improvement: The role of team regulatory processes and cognitive emergent states,long_tail_paper,36,0.1389,,0.333,0.755
msra_da_yu_2021,Da Yu,msra_phd_fellowship,36,0.0556,,0.694,0.559
mid_tier_writer_leigh_bale,Leigh Bale,mid_tier_writer,36,0.5833,,0.306,0.672
msra_seungjin_lee_2010,Seungjin Lee,msra_phd_fellowship,36,0.0278,,0.611,0.522
mid_tier_activist_list_of_civil_rights_leaders,List of civil rights leaders,mid_tier_activist,36,0.7778,,0.194,0.693
csrankings_vincent_josua_hellendoorn,Vincent Josua Hellendoorn,cs_faculty,36,0.5556,,0.25,0.798
oa_paper_zonotopes_and_kalman_observers_gain_optimality_und,Zonotopes and Kalman observers: Gain optimality under distinct uncertainty paradigms and robust convergence,long_tail_paper,36,0.1389,,0.444,0.707
mid_tier_writer_henry_chang,Henry Chang,mid_tier_writer,36,0.6944,,0.139,0.793
msra_yongfeng_zhang_2015,Yongfeng Zhang,msra_phd_fellowship,36,0.5,,0.389,0.62
oa_paper_visualizations_with_statistical_details_the_ggstat,Visualizations with statistical details: The 'ggstatsplot' approach,long_tail_paper,36,0.6944,,0.083,0.825
mid_tier_actor_ami_dolenz,Ami Dolenz,mid_tier_actor,36,0.6944,,0.167,0.641
imo_alek_bedroya,Alek Bedroya,imo_gold,36,0.0833,,0.556,0.638
cmo_lei_lihua_2010,Lei Lihua (雷理骅),cmo_china_gold,36,0.1111,,0.611,0.573
mid_tier_writer_h__l__davis,H. L. Davis,mid_tier_writer,36,0.8056,,0.083,0.833
mid_tier_athlete_hirving_lozano,Hirving Lozano,mid_tier_athlete,36,0.8611,,0.083,0.866
ikp_t67_chong_mou,Chong Mou,long_tail_researcher_ikp,36,0.1944,,0.361,0.701
msra_xiao_zhang_2010,Xiao Zhang,msra_phd_fellowship,36,0.0,,0.75,0.48
msra_kai_yin_chen_2009,Kai-yin Chen,msra_phd_fellowship,36,0.0278,,0.639,0.528
ikp_t67_joseph_chan,Joseph Chan,long_tail_researcher_ikp,36,0.0,,0.583,0.535
msra_li_dong_2015,Li Dong,msra_phd_fellowship,36,0.2222,,0.556,0.559
mid_tier_writer_giles_goat_boy,Giles Goat-Boy,mid_tier_writer,36,0.6389,,0.306,0.749
oa_paper_usage_impact_on_data_center_electricity_needs_a_sy,Usage impact on data center electricity needs: A system dynamic forecasting model,long_tail_paper,36,0.0556,,0.556,0.655
oa_paper_fashionq_an_ai_driven_creativity_support_tool_for_,FashionQ: An AI-Driven Creativity Support Tool for Facilitating Ideation in Fashion Design,long_tail_paper,36,0.25,,0.472,0.719
cmo_bai_tianyi_2012,Bai Tianyi (白天衣),cmo_china_gold,36,0.0,,0.667,0.575
oa_paper_the_effect_of_intellectual_capital_on_competitive_,The effect of intellectual capital on competitive advantage: The mediating role of innovation,long_tail_paper,36,0.0278,,0.5,0.684
oa_paper_automated_border_control_e_gates_and_facial_recogn,Automated border control e-gates and facial recognition systems,long_tail_paper,36,0.0,,0.417,0.658
artifact_tianshou,Tianshou,oss_project,36,0.7778,,0.028,0.901
artifact_acme,Acme,oss_project,36,0.8333,,0.056,0.91
gov_ai_owain_evans,Owain Evans,mid_tier_gov_ai_policy,36,0.75,,0.139,0.833
oa_paper_robot_learning_of_industrial_assembly_task_via_hum,Robot learning of industrial assembly task via human demonstrations,long_tail_paper,36,0.0,,0.528,0.648
oa_paper_humanrobot_collaboration_acceptance_model_developm,"Human–Robot Collaboration Acceptance Model: Development and Comparison for Germany, Japan, China and the USA",long_tail_paper,36,0.2222,,0.361,0.72
oa_paper_foreground_aware_relation_network_for_geospatial_o,Foreground-Aware Relation Network for Geospatial Object Segmentation in High Spatial Resolution Remote Sensing Imagery,long_tail_paper,36,0.1667,,0.472,0.703
mid_tier_athlete_christiane_mercelis,Christiane Mercelis,mid_tier_athlete,36,0.3889,,0.389,0.674
oa_paper_machine_learning_with_membership_privacy_using_adv,Machine Learning with Membership Privacy using Adversarial Regularization,long_tail_paper,36,0.5,,0.25,0.773
oa_paper_optimal_control_based_adaptive_nn_design_for_a_cla,Optimal Control-Based Adaptive NN Design for a Class of Nonlinear Discrete-Time Block-Triangular Systems,long_tail_paper,36,0.0556,,0.417,0.711
csrankings_tanushree_mitra,Tanushree Mitra,cs_faculty,36,0.5,,0.278,0.753
ds_zizheng_pan,Zizheng Pan,deepseek_v3_author,36,0.1944,,0.5,0.617
imo_lingfu_zhang,Lingfu Zhang,imo_gold,36,0.25,,0.278,0.689
ioi_linh_vuong_nguyen,Linh Vuong Nguyen,ioi_gold,36,0.0833,,0.389,0.625
oa_paper_ranking_products_through_online_reviews_a_method_b,Ranking products through online reviews: A method based on sentiment analysis technique and intuitionistic fuzzy set theory,long_tail_paper,36,0.1111,,0.167,0.775
cmo_chen_tianheng_2009,Chen Tianheng (陈天珩),cmo_china_gold,36,0.0,,0.694,0.555
msra_tong_wu_2008,Tong Wu,msra_phd_fellowship,36,0.0,,0.639,0.499
mid_tier_actor_emma_berman,Emma Berman,mid_tier_actor,36,0.5556,,0.222,0.738
gpt5_joey_flynn,Joey Flynn,gpt5_system_card_author,36,0.0833,,0.667,0.558
noi_mo_tao_2009,Mo Tao (莫涛),noi_china_gold,36,0.3056,,0.417,0.62
mid_tier_politician_wes_moore,Wes Moore,mid_tier_politician,36,0.9167,,0.056,0.837
artifact_eagle,EAGLE,oss_project,36,0.6111,,0.139,0.603
cmo_wang_donghao_2012,Wang Donghao (王东皞),cmo_china_gold,36,0.0833,,0.556,0.592
mid_tier_actor_jamie_anne_allman,Jamie Anne Allman,mid_tier_actor,36,0.6667,,0.083,0.742
mid_tier_athlete_sean_murphy,Sean Murphy,mid_tier_athlete,36,0.8333,,0.056,0.889
imo_jiaoyang_huang,Jiaoyang Huang,imo_gold,36,0.3611,,0.25,0.755
artifact_scann,ScaNN,oss_project,36,0.8611,,0.028,0.658
artifact_topic_models_paper,Topic Models paper,research_paper,36,0.0,,0.056,0.582
csrankings_brian_noble,Brian Noble,cs_faculty,36,0.5833,,0.111,0.796
ikp_t67_jean_marc_gaudin,Jean-Marc Gaudin,long_tail_researcher_ikp,36,0.0,,0.583,0.545
oa_paper_multiresolution_recurrent_neural_networks_an_appli,Multiresolution Recurrent Neural Networks: An Application to Dialogue Response Generation,long_tail_paper,36,0.4167,,0.306,0.804
ikp_t67_graciela_sala,Graciela Sala,long_tail_researcher_ikp,36,0.0,,0.667,0.489
mid_tier_book_earthlings,Earthlings,mid_tier_book,36,0.6667,,0.111,0.626
imo_victor_omelyanenko,Victor Omelyanenko,imo_gold,36,0.0278,,0.389,0.713
mid_tier_politician_lai_ching_te,Lai Ching-te,mid_tier_politician,36,0.8056,,0.056,0.849
mid_tier_chef_brad_leone,Brad Leone,mid_tier_chef,36,0.8333,,0.028,0.875
artifact_edward,Edward,oss_project,36,0.9167,,0.056,0.9
oa_paper_controlled_channel_attacks_deterministic_side_chan,Controlled-Channel Attacks: Deterministic Side Channels for Untrusted Operating Systems,long_tail_paper,36,0.5833,,0.139,0.803
gov_ai_meredith_whittaker,Meredith Whittaker,mid_tier_gov_ai_policy,36,0.8333,,0.056,0.859
oa_paper_guidelines_for_developing_and_reporting_machine_le,Guidelines for Developing and Reporting Machine Learning Predictive Models in Biomedical Research: A Multidisciplinary View,long_tail_paper,36,0.3611,,0.306,0.765
ikp_t67_fridtjof_stein,Fridtjof Stein,long_tail_researcher_ikp,36,0.2778,,0.556,0.599
oa_paper_dense_attention_pyramid_networks_for_multi_scale_s,Dense Attention Pyramid Networks for Multi-Scale Ship Detection in SAR Images,long_tail_paper,36,0.1389,,0.361,0.747
oa_paper_applications_of_wireless_sensor_networks_for_urban,Applications of wireless sensor networks for urban areas: A survey,long_tail_paper,36,0.0278,,0.444,0.641
mid_tier_book_asymmetry,Asymmetry,mid_tier_book,36,0.75,,0.083,0.818
ioi_adrian_budau,Adrian Budău,ioi_gold,36,0.0556,,0.25,0.685
imo_yau_wing_li,Yau Wing Li,imo_gold,36,0.0278,,0.472,0.692
mid_tier_architect_a__t__mann,A. T. Mann,mid_tier_architect,36,0.5278,,0.278,0.658
mid_tier_architect_anna_pendleton_schenck,Anna Pendleton Schenck,mid_tier_architect,36,0.25,,0.444,0.639
mid_tier_architect_marshall_and_fox,Marshall and Fox,mid_tier_architect,36,0.5833,,0.194,0.766
rhodes_2017_christian_e_nattiel,Christian E. Nattiel,rhodes_scholar,36,0.1944,,0.556,0.525
ikp_t67_theo_jepsen,Theo Jepsen,long_tail_researcher_ikp,36,0.1111,,0.528,0.599
msra_xizhou_zhu_2018,Xizhou Zhu,msra_phd_fellowship,36,0.3333,,0.389,0.629
mid_tier_actor_denise_dowse,Denise Dowse,mid_tier_actor,36,0.8056,,0.083,0.794
mid_tier_writer_amber_dermont,Amber Dermont,mid_tier_writer,36,0.6667,,0.194,0.724
oa_paper_lyapunov_stability_for_impulsive_systems_via_event,Lyapunov Stability for Impulsive Systems via Event-Triggered Impulsive Control,long_tail_paper,36,0.1389,,0.556,0.665
artifact_anysphere,Anysphere,ai_startup_or_company,36,0.6111,,0.222,0.792
msra_dongup_kwon_2018,Dongup Kwon,msra_phd_fellowship,36,0.0556,,0.556,0.564
msra_tatsunori_taniai_2015,Tatsunori Taniai,msra_phd_fellowship,36,0.4444,,0.306,0.641
cmo_su_tianning_2012,Su Tianning (粟天宁),cmo_china_gold,36,0.0,,0.639,0.567
cmo_wang_weinan_2010,Wang Weinan (王伟楠),cmo_china_gold,36,0.0,,0.583,0.578
imo_teodor_jerzak,Teodor Jerzak,imo_gold,36,0.0278,,0.5,0.605
oa_paper_an_efficient_binary_salp_swarm_algorithm_with_cros,An efficient binary Salp Swarm Algorithm with crossover scheme for feature selection problems,long_tail_paper,36,0.2222,,0.167,0.806
cmo_zhao_shuoyao_2010,Zhao Shuoyao (赵铄曜),cmo_china_gold,36,0.0,,0.722,0.532
msra_qiming_hou_2008,Qiming Hou,msra_phd_fellowship,36,0.4167,,0.333,0.623
oa_paper_color_image_dna_encryption_using_nca_map_based_cml,Color image DNA encryption using NCA map-based CML and one-time keys,long_tail_paper,36,0.0278,,0.333,0.754
gpt5_dj_strouse,DJ Strouse,gpt5_system_card_author,36,0.1944,,0.556,0.565
imo_yanlin_zhao,Yanlin Zhao,imo_gold,36,0.0556,,0.417,0.639
mid_tier_athlete_wyndham_clark,Wyndham Clark,mid_tier_athlete,36,0.7222,,0.028,0.866
msra_lijun_wu_2018,Lijun Wu,msra_phd_fellowship,36,0.1944,,0.417,0.628
ds_dejian_yang,Dejian Yang,deepseek_v3_author,36,0.0278,,0.5,0.603
oa_paper_impacto_de_las_tic_en_la_educacin_retos_y_perspect,Impacto de las TIC en la educación: Retos y Perspectivas,long_tail_paper,36,0.0833,,0.528,0.607
mid_tier_writer_billy_lee_brammer,Billy Lee Brammer,mid_tier_writer,36,0.8333,,0.028,0.854
oa_paper_a_spatial_sis_model_in_advective_heterogeneous_env,A spatial SIS model in advective heterogeneous environments,long_tail_paper,36,0.1111,,0.333,0.705
artifact_numpy,NumPy,oss_project,36,0.9722,,0.028,0.847
oa_paper_scaled_yolov4_scaling_cross_stage_partial_network,Scaled-YOLOv4: Scaling Cross Stage Partial Network,long_tail_paper,36,0.6944,,0.083,0.846
ikp_t67_ivan_beschastnikh,Ivan Beschastnikh,long_tail_researcher_ikp,36,0.5556,,0.139,0.796
oa_paper_vehicle_position_correction_a_vehicular_blockchain,Vehicle Position Correction: A Vehicular Blockchain Networks-Based GPS Error Sharing Framework,long_tail_paper,36,0.0,,0.389,0.757
putnam_yu_deng,Yu Deng,putnam_fellow,36,0.25,,0.528,0.58
ikp_t67_joel_kuepper,Joel Kuepper,long_tail_researcher_ikp,36,0.0278,,0.583,0.584
msra_qitian_wu_2021,Qitian Wu,msra_phd_fellowship,36,0.1944,,0.361,0.637
mid_tier_athlete_cristian_roldan,Cristian Roldan,mid_tier_athlete,36,0.8889,,0.028,0.883
oa_paper_the_ground_truth_about_metadata_and_community_dete,The ground truth about metadata and community detection in networks,long_tail_paper,36,0.4167,,0.25,0.784
artifact_paxos_made_simple,Paxos Made Simple,research_paper,36,0.0278,,0.111,0.726
mid_tier_podcast_crooked_conversations,Crooked Conversations,mid_tier_podcast,36,0.5833,,0.139,0.793
ikp_t67_jinbin_wang,Jinbin Wang,long_tail_researcher_ikp,36,0.0,,0.694,0.504
csrankings_chenyan_xiong,Chenyan Xiong,cs_faculty,36,0.5833,,0.194,0.826
mid_tier_comedian_patti_harrison,Patti Harrison,mid_tier_comedian,36,0.7222,,0.083,0.797
oa_paper_a_calcite_reference_material_for_laicpms_upb_geoch,A calcite reference material for LA‐ICP‐MS U‐Pb geochronology,long_tail_paper,36,0.3333,,0.333,0.76
mid_tier_actor_erica_gavin,Erica Gavin,mid_tier_actor,36,0.6667,,0.194,0.717
gpt5_jerene_yang,Jerene Yang,gpt5_system_card_author,36,0.0556,,0.667,0.58
gov_ai_daniel_kang,Daniel Kang,mid_tier_gov_ai_policy,36,0.0,,0.222,0.498
artifact_rag_fusion_paper,RAG-Fusion paper,research_paper,36,0.0278,,0.139,0.487
msra_taining_wang_2019,Taining Wang,msra_phd_fellowship,36,0.0278,,0.472,0.622
imo_kanat_satylkhanov,Kanat Satylkhanov,imo_gold,36,0.0278,,0.417,0.723
mid_tier_architect_gregory_ain,Gregory Ain,mid_tier_architect,36,0.8333,,0.083,0.827
mid_tier_athlete_cam_davis,Cam Davis,mid_tier_athlete,36,0.7222,,0.083,0.804
artifact_xtts,XTTS,foundation_model,36,0.75,,0.083,0.751
mid_tier_architect_henry_john_klutho,Henry John Klutho,mid_tier_architect,36,0.8333,,0.056,0.888
artifact_doubao,Doubao,ai_startup_or_company,36,0.7222,,0.083,0.837
imo_thnh_trung_cn_trn,Thành Trung Cấn Trần,imo_gold,36,0.1111,,0.528,0.608
artifact_transformers_js,transformers.js,oss_project,36,0.9167,,0.028,0.9
ioi_peilin_zhong,Peilin Zhong,ioi_gold,36,0.3056,,0.333,0.664
msra_chongyang_ma_2010,Chongyang Ma,msra_phd_fellowship,36,0.2778,,0.472,0.588
mid_tier_athlete_sam_howell,Sam Howell,mid_tier_athlete,36,0.7222,,0.194,0.75
ikp_t67_carles_daz_vilor,Carles Díaz-Vilor,long_tail_researcher_ikp,36,0.0833,,0.583,0.572
oa_paper_physics_driven_pattern_adjustment_for_direct_3d_ga,Physics-driven pattern adjustment for direct 3D garment editing,long_tail_paper,36,0.1667,,0.333,0.761
mid_tier_medical_george_church,George Church,mid_tier_medical,36,0.9722,,0.028,0.868
artifact_ag2,AG2,oss_project,36,0.5833,,0.25,0.821
cmo_liang_yizhou_2012,Liang Yizhou (梁逸舟),cmo_china_gold,36,0.0,,0.611,0.591
imo_phm_dc_hng,Phạm Đức Hùng,imo_gold,36,0.1111,,0.306,0.698
oa_paper_high_speed_hybrid_logic_full_adder_using_high_perf,High-Speed Hybrid-Logic Full Adder Using High-Performance 10-T XOR–XNOR Cell,long_tail_paper,36,0.0556,,0.361,0.733
mid_tier_writer_gary_buslik,Gary Buslik,mid_tier_writer,36,0.4444,,0.306,0.644
msra_kun_xu_2008,Kun Xu,msra_phd_fellowship,36,0.25,,0.417,0.595
imo_wenyu_cao,Wenyu Cao,imo_gold,36,0.0833,,0.278,0.778
gpt5_ian_kivlichan,Ian Kivlichan,gpt5_system_card_author,36,0.25,,0.444,0.567
oa_paper_learning_placeholders_for_open_set_recognition,Learning Placeholders for Open-Set Recognition,long_tail_paper,36,0.2222,,0.306,0.772
imo_diego_alonso_roque_montoya,Diego Alonso Roque Montoya,imo_gold,36,0.0278,,0.417,0.71
oa_paper_security_and_privacy_in_6g_networks_new_areas_and_,Security and privacy in 6G networks: New areas and new challenges,long_tail_paper,36,0.0278,,0.389,0.71
mid_tier_athlete_beverly_baker_fleitz,Beverly Baker Fleitz,mid_tier_athlete,36,0.5556,,0.25,0.763
ikp_t67_christina_solomonidou,Christina Solomonidou,long_tail_researcher_ikp,36,0.0278,,0.722,0.51
mid_tier_athlete_drake_maye,Drake Maye,mid_tier_athlete,36,0.8333,,0.083,0.868
ioi_michael_cohen,Michael Cohen,ioi_gold,36,0.2222,,0.444,0.574
msra_jun_nishida_2016,Jun Nishida,msra_phd_fellowship,36,0.25,,0.306,0.634
msra_tianyu_pang_2020,Tianyu Pang,msra_phd_fellowship,36,0.3611,,0.306,0.676
oa_paper_anomaly_based_intrusion_detection_system_through_f,Anomaly-based intrusion detection system through feature selection analysis and building hybrid efficient model,long_tail_paper,36,0.0833,,0.472,0.671
gpt5_leah_anise,Leah Anise,gpt5_system_card_author,36,0.0,,0.75,0.536
cmo_wei_wei_2010,Wei Wei (危伟),cmo_china_gold,36,0.0,,0.667,0.549
mid_tier_writer_been_down_so_long_it_looks_like_up_to_me,Been Down So Long It Looks Like Up to Me,mid_tier_writer,36,0.6944,,0.194,0.786
ikp_t67_rajesh_bordawekar,Rajesh Bordawekar,long_tail_researcher_ikp,36,0.4444,,0.222,0.739
putnam_mitchell_m_lee,Mitchell M. Lee,putnam_fellow,36,0.4444,,0.333,0.675
mid_tier_writer_harry_brown_writer,Harry Brown (writer),mid_tier_writer,36,0.6111,,0.139,0.685
csrankings_paul_grubbs,Paul Grubbs,cs_faculty,36,0.5556,,0.167,0.795
oa_paper_when_chatbots_meet_patients_one_year_prospective_s,When Chatbots Meet Patients: One-Year Prospective Study of Conversations Between Patients With Breast Cancer and a Chatbot,long_tail_paper,36,0.3333,,0.278,0.733
artifact_laion,LAION,ai_startup_or_company,36,0.9444,,0.028,0.915
imo_domagoj_evid,Domagoj Ćevid,imo_gold,36,0.0556,,0.361,0.728
imo_suthee_ruangwises,Suthee Ruangwises,imo_gold,36,0.1389,,0.389,0.707
oa_paper_predicting_dementia_from_spontaneous_speech_using_,Predicting dementia from spontaneous speech using large language models,long_tail_paper,36,0.2778,,0.222,0.814
mid_tier_writer_shelley_parker_chan,Shelley Parker-Chan,mid_tier_writer,36,0.8611,,0.083,0.871
oa_paper_semi_supervised_semantic_segmentation_with_cross_p,Semi-Supervised Semantic Segmentation with Cross Pseudo Supervision,long_tail_paper,36,0.6667,,0.167,0.823
oa_paper_random_erasing_data_augmentation,Random Erasing Data Augmentation,long_tail_paper,36,0.7778,,0.167,0.852
ioi_jui_min_lee,Jui-Min Lee,ioi_gold,36,0.0278,,0.444,0.624
mid_tier_comedian_john_early,John Early,mid_tier_comedian,36,0.75,,0.056,0.758
imo_dario_ascari,Dario Ascari,imo_gold,36,0.0556,,0.472,0.669
ioi_alexander_timin,Alexander Timin,ioi_gold,36,0.0556,,0.444,0.592
oa_paper_lexical_shifts_substantive_changes_and_continuity_,"Lexical shifts, substantive changes, and continuity in State of the Union discourse, 1790–2014",long_tail_paper,36,0.1389,,0.389,0.747
cpho_du_dikang_2009,Du Dikang (杜頔康),cpho_china_first_prize,36,0.0833,,0.694,0.537
oa_paper_deep_networks_for_direction_of_arrival_estimation_,Deep Networks for Direction-of-Arrival Estimation in Low SNR,long_tail_paper,36,0.0278,,0.444,0.726
artifact_colbert_v2_paper,ColBERT v2 paper,research_paper,36,0.0,,0.056,0.532
mid_tier_athlete_heather_brewer_segal,Heather Brewer-Segal,mid_tier_athlete,36,0.0833,,0.639,0.499
artifact_gpt_2,GPT-2,oss_project,36,0.9444,,0.056,0.839
cmo_liu_yu_2010,Liu Yu (刘彧),cmo_china_gold,36,0.0,,0.694,0.531
csrankings_jonathan_r__mayer,Jonathan R. Mayer,cs_faculty,36,0.7222,,0.111,0.822
artifact_bentoml,BentoML,oss_project,36,0.9722,,0.028,0.867
ds_xianzu_wang,Xianzu Wang,deepseek_v3_author,36,0.0556,,0.583,0.607
putnam_ashwin_sah,Ashwin Sah,putnam_fellow,36,0.7222,,0.083,0.81
imo_jeck_lim,Jeck Lim,imo_gold,36,0.1667,,0.222,0.761
oa_paper_a_survey_on_deep_learning_in_medicine_why_how_and_,"A survey on deep learning in medicine: Why, how and when?",long_tail_paper,36,0.0833,,0.417,0.689
msra_xu_han_2020,Xu Han,msra_phd_fellowship,36,0.4167,,0.444,0.585
mid_tier_actor_chip_fields,Chip Fields,mid_tier_actor,36,0.6389,,0.139,0.718
artifact_mamba,Mamba,oss_project,36,0.8333,,0.028,0.816
oa_paper_document_modeling_with_gated_recurrent_neural_netw,Document Modeling with Gated Recurrent Neural Network for Sentiment Classification,long_tail_paper,36,0.5,,0.167,0.814
artifact_claude_1,Claude 1,foundation_model,36,0.8611,,0.111,0.815
artifact_wit,WIT,benchmark,36,0.6389,,0.111,0.841
mid_tier_architect_geoffrey_harley_mewton,Geoffrey Harley Mewton,mid_tier_architect,36,0.2222,,0.472,0.621
artifact_perplexity_ai_company,Perplexity AI (company),ai_startup_or_company,36,0.8889,,0.028,0.884
ioi_vlad_alexandru_gavrila,Vlad Alexandru Gavrilă,ioi_gold,36,0.1111,,0.333,0.669
artifact_lm_studio,LM Studio,oss_project,36,0.8333,,0.056,0.726
oa_paper_a_survey_of_cloud_computing_data_integrity_schemes,"A survey of cloud computing data integrity schemes: Design challenges, taxonomy and future trends",long_tail_paper,36,0.0278,,0.361,0.682
oa_paper_security_privacy_and_risks_within_smart_cities_lit,"Security, Privacy and Risks Within Smart Cities: Literature Review and Development of a Smart City Interaction Framework",long_tail_paper,36,0.1389,,0.333,0.761
artifact_v0,v0,industry_product,36,0.6944,,0.194,0.586
msra_cheng_te_li_2010,Cheng-Te Li,msra_phd_fellowship,36,0.3611,,0.417,0.611
artifact_scala,Scala,programming_language,36,0.9722,,0.028,0.912
mid_vc_susan_lyne,Susan Lyne,mid_tier_vc,36,0.8333,,0.083,0.853
artifact_pcp_theorem_paper,PCP Theorem paper,research_paper,36,0.7222,,0.222,0.766
gov_ai_latanya_sweeney,Latanya Sweeney,mid_tier_gov_ai_policy,36,0.9444,,0.028,0.898
cpho_zhou_chen_2009,Zhou Chen (周琛),cpho_china_first_prize,36,0.0,,0.667,0.531
imo_sang_hoon_lee,Sang Hoon Lee,imo_gold,36,0.0278,,0.417,0.729
oa_paper_end_to_end_multi_task_learning_with_attention,End-To-End Multi-Task Learning With Attention,long_tail_paper,36,0.1944,,0.5,0.671
oa_paper_short_term_load_forecasting_with_deep_residual_net,Short-Term Load Forecasting With Deep Residual Networks,long_tail_paper,36,0.2222,,0.167,0.817
artifact_deepspeed_inference_paper,DeepSpeed-Inference paper,research_paper,36,0.7778,,0.056,0.832
mid_product_bear,Bear,mid_tier_product,36,0.8889,,0.056,0.839
mid_tier_writer_kinflicks,Kinflicks,mid_tier_writer,36,0.6111,,0.222,0.698
synthetic_noi_qiu_zhenlue,Qiu Zhenlue (仇箴略),synthetic_noi_v2,36,0.0,,0.694,0.574
csrankings_jenna_wiens,Jenna Wiens,cs_faculty,36,0.7778,,0.056,0.854
mid_tier_athlete_list_of_tennis_players_career_achievements,List of tennis players career achievements,mid_tier_athlete,36,0.1667,,0.361,0.607
mid_tier_athlete_anne_galle_sidot,Anne-Gaëlle Sidot,mid_tier_athlete,36,0.6111,,0.167,0.795
icpc_borys_minaiev_2015,Borys Minaiev,icpc_world_finals_gold,36,0.3056,,0.25,0.767
mid_tier_athlete_daniel_jones,Daniel Jones,mid_tier_athlete,36,0.7222,,0.222,0.781
mid_tier_writer_everything_is_illuminated,Everything Is Illuminated,mid_tier_writer,36,0.9167,,0.083,0.863
oa_paper_eye_tracking_for_everyone,Eye Tracking for Everyone,long_tail_paper,36,0.5,,0.222,0.736
mid_tier_writer_chris_culver,Chris Culver,mid_tier_writer,36,0.6111,,0.167,0.752
artifact_networkx,Networkx,oss_project,36,0.9722,,0.028,0.828
oa_paper_optimal_task_offloading_and_resource_allocation_in,Optimal Task Offloading and Resource Allocation in Mobile-Edge Computing With Inter-User Task Dependency,long_tail_paper,36,0.0833,,0.306,0.762
