entity_id,cohort,gold_chars,gold_words,gold_named_facts,gold_sentences
artifact_lua,programming_language,189,23,0,2
artifact_ruby,programming_language,193,23,0,2
artifact_php,programming_language,180,23,0,2
artifact_dart,programming_language,201,25,0,2
artifact_postgresql,database_or_data_system,179,21,0,2
artifact_mysql,database_or_data_system,172,21,0,2
artifact_sqlite,database_or_data_system,195,26,0,2
artifact_oracle_database,database_or_data_system,178,21,1,2
artifact_microsoft_sql_server,database_or_data_system,186,22,1,2
artifact_mongodb,database_or_data_system,184,21,0,2
artifact_redis,database_or_data_system,165,20,0,2
artifact_cassandra,database_or_data_system,182,22,0,2
artifact_hbase,database_or_data_system,171,21,1,2
artifact_dynamodb,database_or_data_system,180,21,0,2
artifact_cockroachdb,database_or_data_system,190,23,1,2
artifact_tidb,database_or_data_system,181,21,0,2
artifact_spanner,database_or_data_system,176,19,0,2
artifact_foundationdb,database_or_data_system,171,19,0,2
artifact_snowflake,database_or_data_system,164,20,0,2
artifact_bigquery,database_or_data_system,168,20,0,2
artifact_redshift,database_or_data_system,168,20,0,2
artifact_databricks,database_or_data_system,165,21,0,2
artifact_clickhouse,database_or_data_system,179,21,0,2
artifact_duckdb,database_or_data_system,169,20,0,2
artifact_arrow,database_or_data_system,175,22,1,2
artifact_parquet,database_or_data_system,170,21,0,2
artifact_pinecone,database_or_data_system,178,22,0,2
artifact_weaviate,database_or_data_system,170,20,0,2
artifact_milvus,database_or_data_system,168,20,0,2
artifact_qdrant,database_or_data_system,184,23,0,2
artifact_chroma,database_or_data_system,181,21,0,2
artifact_lancedb,database_or_data_system,187,21,0,2
artifact_vespa,database_or_data_system,171,20,0,2
artifact_elasticsearch,database_or_data_system,193,22,0,2
artifact_nvidia_h100,ai_hardware,166,22,1,2
artifact_nvidia_a100,ai_hardware,166,22,1,2
artifact_nvidia_h200,ai_hardware,159,22,1,2
artifact_nvidia_b200,ai_hardware,153,19,1,2
artifact_nvidia_gb200,ai_hardware,153,19,1,2
artifact_google_tpu,ai_hardware,163,22,2,2
artifact_google_tpu_v4,ai_hardware,150,20,2,2
artifact_google_tpu_v5,ai_hardware,149,20,2,2
artifact_aws_trainium,ai_hardware,142,19,1,2
artifact_aws_inferentia,ai_hardware,145,19,1,2
artifact_amd_mi300,ai_hardware,142,20,0,2
artifact_intel_gaudi,ai_hardware,165,21,1,2
artifact_cerebras_cs_3,ai_hardware,165,21,1,2
artifact_groq_lpu,ai_hardware,144,19,2,2
artifact_etched_sohu,ai_hardware,163,19,1,2
artifact_tenstorrent_wormhole,ai_hardware,151,18,1,2
artifact_tesla_dojo,ai_hardware,148,19,1,2
artifact_apple_m_series,ai_hardware,160,22,0,2
artifact_apple_neural_engine,ai_hardware,156,20,1,2
artifact_qualcomm_hexagon_dsp,ai_hardware,153,21,1,2
artifact_openai,ai_startup_or_company,184,27,0,2
artifact_anthropic,ai_startup_or_company,172,23,0,2
artifact_google_deepmind,ai_startup_or_company,164,21,1,2
artifact_meta_ai_research,ai_startup_or_company,174,24,1,2
artifact_xai,ai_startup_or_company,145,20,0,2
artifact_mistral_ai,ai_startup_or_company,151,21,2,2
artifact_deepseek,ai_startup_or_company,150,20,1,2
artifact_moonshot_ai,ai_startup_or_company,173,24,2,2
artifact_zhipu_ai,ai_startup_or_company,169,24,2,2
artifact_01_ai,ai_startup_or_company,166,24,1,2
artifact_baichuan_ai,ai_startup_or_company,158,21,1,2
artifact_minimax,ai_startup_or_company,149,20,1,2
artifact_step,ai_startup_or_company,168,23,1,2
artifact_doubao,ai_startup_or_company,149,19,0,2
artifact_pine_ai,ai_startup_or_company,148,21,1,2
artifact_cohere,ai_startup_or_company,151,20,0,2
artifact_together_ai,ai_startup_or_company,172,22,1,2
artifact_fireworks_ai,ai_startup_or_company,158,21,1,2
artifact_anyscale,ai_startup_or_company,159,20,0,2
artifact_replicate,ai_startup_or_company,161,21,0,2
artifact_modal,ai_startup_or_company,168,23,0,2
artifact_hugging_face,ai_startup_or_company,157,21,1,2
artifact_langchain_company,ai_startup_or_company,176,21,0,2
artifact_llamaindex_company,ai_startup_or_company,178,21,0,2
artifact_sierra,ai_startup_or_company,161,21,0,2
artifact_adept,ai_startup_or_company,145,20,0,2
artifact_inflection_ai,ai_startup_or_company,156,21,1,2
artifact_character_ai,ai_startup_or_company,162,22,0,2
artifact_glean,ai_startup_or_company,157,21,0,2
artifact_perplexity_ai_company,ai_startup_or_company,171,23,1,2
artifact_anysphere,ai_startup_or_company,154,20,0,2
artifact_magic_ai,ai_startup_or_company,160,22,1,2
artifact_eureka_labs,ai_startup_or_company,169,22,1,2
artifact_thinking_machines_lab,ai_startup_or_company,165,22,1,2
artifact_safe_superintelligence_inc_,ai_startup_or_company,181,23,1,3
artifact_suno,ai_startup_or_company,155,21,0,2
artifact_runway,ai_startup_or_company,156,21,0,2
artifact_pika,ai_startup_or_company,156,21,0,2
artifact_luma_ai,ai_startup_or_company,154,23,1,2
artifact_elevenlabs,ai_startup_or_company,160,21,0,2
artifact_speak,ai_startup_or_company,153,20,0,2
artifact_granola_company,ai_startup_or_company,171,22,0,2
artifact_replit_company,ai_startup_or_company,161,20,0,2
artifact_vercel,ai_startup_or_company,176,23,0,2
artifact_manus,ai_startup_or_company,154,21,1,2
artifact_genspark,ai_startup_or_company,150,20,0,2
artifact_rabbit,ai_startup_or_company,164,24,0,2
artifact_humane,ai_startup_or_company,175,26,1,2
artifact_mistral_ai_company,ai_startup_or_company,176,23,1,2
artifact_stability_ai,ai_startup_or_company,167,22,2,2
artifact_midjourney,ai_startup_or_company,161,21,0,2
artifact_turing_award,award,206,29,1,2
artifact_fields_medal,award,227,32,1,2
artifact_abel_prize,award,208,28,1,2
artifact_nobel_prize_in_physics,award,244,35,2,2
artifact_nobel_prize_in_chemistry,award,262,37,2,2
artifact_gdel_prize,award,223,31,0,2
artifact_acm_prize_in_computing,award,226,31,1,2
artifact_ijcai_computers_and_thought_award,award,223,31,2,2
artifact_macarthur_fellowship,award,218,29,1,2
artifact_ieee_medal_of_honor,award,187,27,1,2
artifact_knuth_prize,award,230,31,1,2
artifact_dijkstra_prize,award,219,30,1,2
artifact_acm_software_system_award,award,225,32,1,2
artifact_marconi_prize,award,230,31,1,2
artifact_test_of_time_award,award,237,36,1,2
artifact_support_vector_machines_paper,research_paper,209,29,1,2
artifact_random_forests_paper,research_paper,200,27,2,2
artifact_adaboost_paper,research_paper,200,28,0,2
artifact_k_means_paper,research_paper,189,26,0,2
artifact_em_algorithm_paper,research_paper,214,28,0,2
artifact_hits_algorithm_paper,research_paper,208,28,0,2
artifact_naive_bayes_classifier,research_paper,193,25,1,2
artifact_decision_tree_paper,research_paper,207,30,1,2
artifact_c4_5_paper,research_paper,189,30,0,2
artifact_lda_paper,research_paper,197,30,1,2
artifact_markov_chain_monte_carlo_paper,research_paper,205,30,1,2
artifact_kalman_filter_paper,research_paper,192,28,1,2
artifact_perceptron_paper,research_paper,190,26,0,2
artifact_adversarial_examples_paper,research_paper,213,30,1,2
artifact_fgsm_paper,research_paper,197,30,1,2
artifact_differential_privacy_paper,research_paper,217,30,2,2
artifact_federated_learning_paper,research_paper,207,30,2,2
artifact_curriculum_learning_paper,research_paper,212,31,1,2
artifact_cycle_gan_paper,research_paper,215,32,1,2
artifact_pix2pix_paper,research_paper,206,30,0,2
artifact_styletransfer_paper,research_paper,202,30,0,2
artifact_variational_inference_paper,research_paper,206,28,1,2
artifact_denoising_autoencoder_paper,research_paper,192,28,1,2
artifact_tensorflow_paper,research_paper,202,29,0,2
artifact_pytorch_paper,research_paper,200,29,0,2
artifact_mlperf_paper,research_paper,211,31,0,2
artifact_tensor_comprehensions_paper,research_paper,220,31,1,2
artifact_xla_paper,research_paper,201,29,1,2
artifact_mapreduce_paper,research_paper,196,28,0,2
artifact_gfs_paper,research_paper,196,31,1,2
artifact_bigtable_paper,research_paper,193,29,0,2
artifact_dynamo_paper,research_paper,192,29,0,2
artifact_spanner_paper,research_paper,189,29,0,2
artifact_raft_paper,research_paper,220,32,1,2
artifact_paxos_made_simple,research_paper,179,26,1,2
artifact_byzantine_generals_paper,research_paper,222,30,1,2
artifact_millwheel_paper,research_paper,204,30,0,2
artifact_dataflow_model_paper,research_paper,210,31,1,2
artifact_spark_paper,research_paper,185,29,0,2
artifact_hadoop_paper,research_paper,211,32,1,2
artifact_openai_o3_paper,research_paper,205,29,0,2
artifact_claude_computer_use_paper,research_paper,216,30,1,2
artifact_magic_100m_context_paper,research_paper,210,30,0,2
artifact_moe_mamba_paper,research_paper,200,30,0,2
artifact_dspy_paper,research_paper,210,30,0,2
artifact_self_rewarding_llms_paper,research_paper,204,30,1,2
artifact_alphageometry_paper,research_paper,201,29,0,2
artifact_alphaproof_paper,research_paper,184,25,0,2
artifact_frontiermath_paper,research_paper,204,27,0,2
artifact_skip_gram_paper,research_paper,204,30,0,2
artifact_inverse_document_frequency_paper,research_paper,199,28,1,2
artifact_latent_semantic_analysis_paper,research_paper,200,30,1,2
artifact_topic_models_paper,research_paper,179,28,1,2
artifact_lenet_paper,research_paper,193,29,0,2
artifact_inception_v3_paper,research_paper,194,30,0,2
artifact_densenet_paper,research_paper,207,31,0,2
artifact_squeeze_and_excitation_paper,research_paper,197,29,0,2
artifact_mobilenetv2_paper,research_paper,192,28,0,2
artifact_regnet_paper,research_paper,186,28,0,2
artifact_convnext_paper,research_paper,182,28,0,2
artifact_mae_paper,research_paper,192,30,1,2
artifact_beit_paper,research_paper,198,30,0,2
artifact_dino_paper,research_paper,207,30,0,2
artifact_sam_paper,research_paper,209,31,1,2
artifact_grounding_dino_paper,research_paper,214,31,1,2
artifact_hugginggpt_paper,research_paper,201,32,0,2
artifact_metagpt_paper,research_paper,206,30,0,2
artifact_chatdev_paper,research_paper,206,30,0,2
artifact_agentbench_paper,research_paper,201,29,0,2
artifact_webarena_paper,research_paper,213,33,0,2
artifact_osworld_paper,research_paper,212,30,0,2
artifact_mind2web_paper,research_paper,185,29,0,2
artifact_visualwebarena_paper,research_paper,197,30,0,2
artifact_rag_fusion_paper,research_paper,217,29,0,2
artifact_self_rag_paper,research_paper,205,30,0,2
artifact_crag_paper,research_paper,184,29,1,2
artifact_hyde_paper,research_paper,202,30,1,2
artifact_bge_paper,research_paper,193,31,0,2
artifact_e5_paper,research_paper,201,32,0,2
artifact_bm25_paper,research_paper,201,31,0,2
artifact_colbert_v2_paper,research_paper,217,31,0,2
artifact_splade_paper,research_paper,213,32,1,2
artifact_pcp_theorem_paper,research_paper,213,31,1,2
artifact_rsa_cryptosystem_paper,research_paper,209,29,0,2
artifact_diffie_hellman_paper,research_paper,200,28,0,2
artifact_shors_algorithm_paper,research_paper,193,27,0,2
artifact_grovers_algorithm_paper,research_paper,194,27,0,2
artifact_bqp_pspace_paper,research_paper,206,28,0,2
artifact_q_learning_paper,research_paper,187,26,0,2
artifact_policy_gradient_paper,research_paper,215,32,1,2
artifact_actor_critic_paper,research_paper,189,26,0,2
artifact_ddpg_paper,research_paper,210,31,1,2
artifact_sac_paper,research_paper,191,29,1,2
artifact_world_models_paper,research_paper,205,31,1,2
artifact_dreamer_paper,research_paper,188,29,0,2
artifact_dreamer_v2_paper,research_paper,202,32,0,2
artifact_dreamer_v3_paper,research_paper,211,32,0,2
artifact_relu_activation,named_method,208,27,1,2
artifact_sigmoid_activation,named_method,197,25,0,2
artifact_tanh_activation,named_method,194,24,0,2
artifact_gelu_activation,named_method,196,26,1,2
artifact_swish_activation,named_method,181,23,0,2
artifact_softmax,named_method,197,26,0,2
artifact_cross_entropy_loss,named_method,191,24,0,2
artifact_mse_loss,named_method,188,26,1,2
artifact_huber_loss,named_method,187,27,0,2
artifact_focal_loss,named_method,206,31,0,3
artifact_triplet_loss,named_method,206,25,0,2
artifact_contrastive_loss,named_method,193,26,0,2
artifact_infonce_loss,named_method,192,26,0,2
artifact_self_supervised_learning,named_method,215,27,0,2
artifact_contrastive_learning,named_method,218,27,0,2
artifact_masked_language_modeling,named_method,191,24,0,2
artifact_causal_language_modeling,named_method,205,25,0,2
artifact_pretraining_finetuning_paradigm,named_method,206,25,0,2
artifact_few_shot_learning,named_method,195,27,0,2
artifact_zero_shot_learning,named_method,205,26,0,2
artifact_in_context_learning,named_method,208,28,0,2
artifact_meta_learning,named_method,170,20,0,2
artifact_maml,named_method,181,24,1,3
artifact_reptile,named_method,182,22,0,2
artifact_prototypical_networks,named_method,199,26,1,2
artifact_matching_networks,named_method,196,26,1,2
artifact_siamese_network,named_method,199,25,1,2
artifact_capsule_networks,named_method,187,25,1,2
artifact_em_algorithm,named_method,191,23,0,2
artifact_gibbs_sampling,named_method,198,27,0,2
artifact_hmc,named_method,173,23,1,2
artifact_variational_em,named_method,188,26,1,2
artifact_backpropagation_through_time,named_method,195,25,0,2
artifact_truncated_bptt,named_method,202,26,1,2
artifact_teacher_forcing,named_method,199,24,0,2
artifact_scheduled_sampling,named_method,200,27,0,2
artifact_beam_search,named_method,198,26,0,2
artifact_top_k_sampling,named_method,185,25,0,2
artifact_top_p_nucleus_sampling,named_method,191,25,0,2
artifact_temperature_sampling,named_method,201,26,0,2
artifact_mixture_density_networks,named_method,182,25,0,2
artifact_highway_networks,named_method,197,28,1,2
artifact_skip_connections,named_method,195,25,0,2
artifact_attention_rollout,named_method,199,25,0,2
artifact_grad_cam,named_method,196,28,0,2
artifact_lime,named_method,213,29,1,2
artifact_shap,named_method,197,27,1,2
artifact_integrated_gradients,named_method,207,28,1,2
artifact_internvl,foundation_model,183,23,1,2
artifact_cogvlm,foundation_model,179,22,0,2
artifact_llava_next,foundation_model,179,23,0,2
artifact_minigpt_4,foundation_model,168,22,0,2
artifact_qwen_vl,foundation_model,179,22,0,2
artifact_yi_vl,foundation_model,163,22,0,2
artifact_chatglm_6b,foundation_model,202,23,0,2
artifact_moss,foundation_model,178,22,0,2
artifact_vicuna_13b,foundation_model,179,22,0,2
artifact_alpaca_7b,foundation_model,172,20,0,2
artifact_dolly,foundation_model,181,21,0,2
artifact_mpt,foundation_model,176,22,0,2
artifact_redpajama_incite,foundation_model,184,21,0,2
artifact_pythia,foundation_model,192,23,0,2
artifact_gpt_neox,foundation_model,171,21,0,2
artifact_gpt_j,foundation_model,167,21,0,2
artifact_bloomz,foundation_model,171,20,0,2
artifact_aya,foundation_model,176,23,1,2
artifact_command_r,foundation_model,166,21,0,2
artifact_reka_core,foundation_model,162,22,1,2
artifact_reka_flash,foundation_model,172,23,1,2
artifact_granite,foundation_model,183,23,0,2
artifact_snowflake_arctic,foundation_model,178,22,1,2
artifact_dbrx,foundation_model,166,21,0,2
artifact_smaug,foundation_model,170,22,0,2
artifact_phind,foundation_model,161,21,0,2
artifact_wizardlm,foundation_model,180,22,0,2
artifact_wizardcoder,foundation_model,166,21,0,2
artifact_starcoder,foundation_model,170,21,0,2
artifact_starcoder2,foundation_model,180,22,0,2
artifact_deepseek_coder_v1,foundation_model,185,21,0,2
artifact_mistral_codestral,foundation_model,178,22,1,2
artifact_codellama,foundation_model,175,21,0,2
artifact_whisperx,foundation_model,183,23,1,2
artifact_distil_whisper,foundation_model,181,22,0,2
artifact_seamlessm4t,foundation_model,194,23,0,2
artifact_audiolm,foundation_model,165,21,0,2
artifact_musiclm,foundation_model,167,21,0,2
artifact_musicgen,foundation_model,166,21,0,2
artifact_suno_v3,foundation_model,165,22,0,2
artifact_udio,foundation_model,154,21,0,2
artifact_stable_audio,foundation_model,178,23,1,2
artifact_bark,foundation_model,170,21,0,2
artifact_tortoise_tts,foundation_model,182,23,1,2
artifact_xtts,foundation_model,175,22,0,2
artifact_liner,ai_startup_or_company,153,21,0,2
artifact_komo,ai_startup_or_company,152,21,0,2
artifact_phind_company,ai_startup_or_company,170,23,0,2
artifact_cohere_for_ai,ai_startup_or_company,169,22,1,2
artifact_eleutherai,ai_startup_or_company,168,21,0,2
artifact_laion,ai_startup_or_company,155,21,0,2
artifact_ai2_allen_institute,ai_startup_or_company,175,23,1,2
artifact_mila,ai_startup_or_company,184,25,2,2
artifact_vector_institute,ai_startup_or_company,167,21,1,2
artifact_tbingen_ai_center,ai_startup_or_company,167,23,2,2
artifact_mistral_ai_labs,ai_startup_or_company,162,21,1,2
artifact_modular,ai_startup_or_company,170,22,0,2
artifact_lightning_ai,ai_startup_or_company,177,22,2,2
artifact_weights__biases,ai_startup_or_company,171,22,0,2
artifact_scale_ai,ai_startup_or_company,175,24,1,2
artifact_surge_ai,ai_startup_or_company,169,23,1,2
artifact_mosaicml,ai_startup_or_company,182,23,0,2
artifact_hugging_face_inference,ai_startup_or_company,186,23,1,2
artifact_determined_ai,ai_startup_or_company,174,23,1,2
artifact_runai,ai_startup_or_company,177,24,0,2
artifact_datarobot,ai_startup_or_company,158,21,0,2
artifact_h2o_ai,ai_startup_or_company,156,22,0,2
artifact_snorkel_ai,ai_startup_or_company,158,21,1,2
artifact_pinecone_company,ai_startup_or_company,178,20,0,2
artifact_roboflow,ai_startup_or_company,156,20,0,2
artifact_langsmith,ai_startup_or_company,163,19,0,2
artifact_langgraph,ai_startup_or_company,156,19,0,2
artifact_crew_ai_company,ai_startup_or_company,171,22,1,2
artifact_galaxy_ai,ai_startup_or_company,157,21,1,2
artifact_ai21_labs,ai_startup_or_company,181,26,1,2
artifact_synthesia,ai_startup_or_company,167,22,0,2
artifact_heygen,ai_startup_or_company,162,22,0,2
artifact_deep_cogito,ai_startup_or_company,161,23,1,2
artifact_pika_labs,ai_startup_or_company,160,22,1,2
artifact_luma_labs,ai_startup_or_company,156,23,1,2
artifact_krea_ai,ai_startup_or_company,169,23,1,2
artifact_tldraw,ai_startup_or_company,157,20,0,2
artifact_cursor_company,ai_startup_or_company,172,23,0,2
artifact_cognition_ai,ai_startup_or_company,181,25,2,2
artifact_codeium,ai_startup_or_company,157,21,0,2
artifact_tabnine,ai_startup_or_company,157,21,0,2
artifact_mintlify,ai_startup_or_company,157,20,0,2
artifact_linear,ai_startup_or_company,170,23,0,2
artifact_figma,ai_startup_or_company,157,22,0,2
artifact_notion_company,ai_startup_or_company,182,24,0,2
artifact_spline,ai_startup_or_company,161,23,0,2
artifact_elevenlabs_company,ai_startup_or_company,170,22,0,2
artifact_play_ht,ai_startup_or_company,159,22,0,2
artifact_resemble_ai,ai_startup_or_company,160,22,1,2
artifact_descript,ai_startup_or_company,165,22,0,2
artifact_runway_company,ai_startup_or_company,167,22,0,2
artifact_dspy_stanford,oss_project,220,29,0,2
artifact_outlines_library,oss_project,210,28,0,2
artifact_pydantic,oss_project,206,30,0,2
artifact_fastapi,oss_project,200,29,1,2
artifact_streamlit,oss_project,187,27,0,2
artifact_gradio,oss_project,185,26,0,2
artifact_datasette,oss_project,191,26,0,2
artifact_datasets_hugging_face,oss_project,208,27,1,2
artifact_huggingface_tokenizers,oss_project,201,26,1,2
artifact_sentence_transformers,oss_project,205,25,1,2
artifact_faiss_cpu,oss_project,206,28,0,2
artifact_annoy,oss_project,193,25,0,2
artifact_hnsw,oss_project,202,28,1,2
artifact_scann,oss_project,189,25,0,2
artifact_dgl,oss_project,193,28,1,2
artifact_pytorch_geometric,oss_project,208,28,1,2
artifact_networkx,oss_project,195,26,0,2
artifact_statsmodels,oss_project,196,26,0,2
artifact_pymc,oss_project,190,25,0,2
artifact_stan,oss_project,187,25,0,2
artifact_edward,oss_project,190,24,0,2
artifact_pyro,oss_project,197,26,0,2
artifact_numpyro,oss_project,196,25,0,2
artifact_optax,oss_project,210,28,0,2
artifact_flax,oss_project,185,26,0,2
artifact_haiku,oss_project,188,26,0,2
artifact_equinox,oss_project,193,26,0,2
artifact_jraph,oss_project,194,27,0,2
artifact_sonnet,oss_project,198,25,0,2
artifact_tf_agents,oss_project,185,25,0,2
artifact_acme,oss_project,169,23,0,2
artifact_cleanrl,oss_project,187,25,0,2
artifact_pettingzoo,oss_project,190,25,0,2
artifact_tianshou_library_again,oss_project,189,26,0,2
artifact_lightning_hydra,oss_project,200,24,1,2
artifact_lightning_fabric,oss_project,199,26,2,2
artifact_composer,oss_project,190,24,0,2
artifact_llama_stack,oss_project,194,26,0,2
artifact_open_interpreter,oss_project,193,26,1,2
artifact_devon_sandbox,oss_project,183,25,1,2
artifact_sweep,oss_project,167,24,0,2
artifact_pr_agent,oss_project,181,26,0,2
ikp_t67_myung_hoon_sunwoo,long_tail_researcher_ikp,573,86,2,3
ikp_t67_gaurav_bansod,long_tail_researcher_ikp,563,84,2,3
ikp_t67_lixiang_ao,long_tail_researcher_ikp,561,84,2,3
ikp_t67_dan_schatzberg,long_tail_researcher_ikp,567,84,2,3
ikp_t67_janick_edinger,long_tail_researcher_ikp,566,84,2,3
ikp_t67_christos_kozanitis,long_tail_researcher_ikp,572,84,2,3
ikp_t67_albert_gran_alcoz,long_tail_researcher_ikp,568,85,2,3
ikp_t67_xuanhua_shi,long_tail_researcher_ikp,567,85,2,3
ikp_t67_stanko_novakovic,long_tail_researcher_ikp,572,85,2,3
ikp_t67_andrew_litteken,long_tail_researcher_ikp,568,84,2,3
ikp_t67_ryan_beckett,long_tail_researcher_ikp,566,84,2,3
ikp_t67_changlin_wan,long_tail_researcher_ikp,568,85,2,3
ikp_t67_zhifeng_bao,long_tail_researcher_ikp,567,85,2,3
ikp_t67_theo_jepsen,long_tail_researcher_ikp,562,84,2,3
ikp_t67_jeffrey_helt,long_tail_researcher_ikp,562,84,2,3
ikp_t67_drew_davidson,long_tail_researcher_ikp,563,84,2,3
ikp_t67_nirav_atre,long_tail_researcher_ikp,559,84,2,3
ikp_t67_jayashree_mohan,long_tail_researcher_ikp,565,84,2,3
ikp_t67_alex_depoutovitch,long_tail_researcher_ikp,566,84,2,3
ikp_t67_weifeng_he,long_tail_researcher_ikp,562,85,2,3
ikp_t67_chong_mou,long_tail_researcher_ikp,559,85,2,3
ikp_t67_olga_poppe,long_tail_researcher_ikp,559,84,2,3
ikp_t67_sayed_masoud_sayedi,long_tail_researcher_ikp,573,85,2,3
ikp_t67_lea_theresa_grber,long_tail_researcher_ikp,566,85,2,3
ikp_t67_richard_antonello,long_tail_researcher_ikp,576,85,2,3
ikp_t67_kasm_sinan_yldrm,long_tail_researcher_ikp,571,86,1,3
ikp_t67_zuoning_chen,long_tail_researcher_ikp,564,85,2,3
ikp_t67_daisuke_fujimoto,long_tail_researcher_ikp,568,85,2,3
ikp_t67_fridtjof_stein,long_tail_researcher_ikp,564,85,2,3
ikp_t67_ikram_ali,long_tail_researcher_ikp,561,85,2,3
ikp_t67_muhammad_adnan_tariq,long_tail_researcher_ikp,574,86,2,3
ikp_t67_chung_hee_hwang,long_tail_researcher_ikp,575,86,2,3
ikp_t67_antonios_makris,long_tail_researcher_ikp,569,85,2,3
ikp_t67_hiroaki_kikuchi,long_tail_researcher_ikp,567,85,2,3
ikp_t67_alexey_rolich,long_tail_researcher_ikp,564,84,2,3
ikp_t67_felix_wu,long_tail_researcher_ikp,560,85,2,3
ikp_t67_ninja_marnau,long_tail_researcher_ikp,561,84,2,3
ikp_t67_manar_ahmed_hamza,long_tail_researcher_ikp,569,86,2,3
ikp_t67_meni_orenbach,long_tail_researcher_ikp,562,84,2,3
ikp_t67_lalithkumar_seenivasan,long_tail_researcher_ikp,569,84,2,3
ikp_t67_carlos_alberto_lpez_barrio,long_tail_researcher_ikp,575,86,2,3
ikp_t67_nana_ramadijanti,long_tail_researcher_ikp,563,84,2,3
ikp_t67_carles_daz_vilor,long_tail_researcher_ikp,568,84,1,3
ikp_t67_francisco_rico_novella,long_tail_researcher_ikp,571,84,2,3
ikp_t67_luisa_franchina,long_tail_researcher_ikp,564,84,2,3
ikp_t67_samson_wang,long_tail_researcher_ikp,572,85,2,3
ikp_t67_tudor_mihai_stoenescu,long_tail_researcher_ikp,572,85,2,3
ikp_t67_meera_sridhar,long_tail_researcher_ikp,562,84,2,3
ikp_t67_yair_lakretz,long_tail_researcher_ikp,574,86,2,3
ikp_t67_asuman_senol,long_tail_researcher_ikp,560,84,2,3
ikp_t67_abhradeep_thakurta,long_tail_researcher_ikp,581,86,2,3
ikp_t67_ben_herzberg,long_tail_researcher_ikp,561,84,2,3
ikp_t67_azadeh_farzan,long_tail_researcher_ikp,569,85,2,3
ikp_t67_zhengyu_he,long_tail_researcher_ikp,562,85,2,3
ikp_t67_aravindh_raman,long_tail_researcher_ikp,566,84,2,3
ikp_t67_suraj_jog,long_tail_researcher_ikp,560,84,2,3
ikp_t67_jeongkeun_lee,long_tail_researcher_ikp,567,85,2,3
ikp_t67_ryan_stutsman,long_tail_researcher_ikp,565,85,2,3
ikp_t67_rong_chen,long_tail_researcher_ikp,562,85,2,3
ikp_t67_poshun_wang,long_tail_researcher_ikp,571,85,2,3
ikp_t67_victory_omole,long_tail_researcher_ikp,566,84,2,3
ikp_t67_marieclaire_blache,long_tail_researcher_ikp,578,85,2,3
ikp_t67_jordan_mohler,long_tail_researcher_ikp,562,84,2,3
ikp_t67_juliette_hainline,long_tail_researcher_ikp,565,84,2,3
ikp_t67_yufeng_huang,long_tail_researcher_ikp,573,85,2,3
ikp_t67_nicole_m_wink,long_tail_researcher_ikp,560,85,1,3
ikp_t67_yuchao_tao,long_tail_researcher_ikp,563,84,2,3
ikp_t67_yulai_tong,long_tail_researcher_ikp,552,84,2,3
ikp_t67_joel_kuepper,long_tail_researcher_ikp,564,84,2,3
ikp_t67_emili_lupon,long_tail_researcher_ikp,559,84,2,3
ikp_t67_boyang_zheng,long_tail_researcher_ikp,564,84,2,3
ikp_t67_jinghai_yin,long_tail_researcher_ikp,560,84,2,3
ikp_t67_aashaka_shah,long_tail_researcher_ikp,563,84,2,3
ikp_t67_rama_devi_mittal,long_tail_researcher_ikp,570,86,2,3
ikp_t67_binlin_cheng,long_tail_researcher_ikp,560,84,2,3
ikp_t67_susheel_sekhar,long_tail_researcher_ikp,565,84,2,3
ikp_t67_erci_xu,long_tail_researcher_ikp,559,84,2,3
ikp_t67_yan_jiao,long_tail_researcher_ikp,563,85,2,3
ikp_t67_john_sicilia,long_tail_researcher_ikp,564,84,2,3
ikp_t67_jasper_ruehl,long_tail_researcher_ikp,563,84,2,3
ikp_t67_ivan_beschastnikh,long_tail_researcher_ikp,571,85,2,3
ikp_t67_hesam_shahrokhi,long_tail_researcher_ikp,567,84,2,3
ikp_t67_sylvie_dujardin,long_tail_researcher_ikp,564,84,2,3
ikp_t67_fengqing_jiang,long_tail_researcher_ikp,566,85,2,3
ikp_t67_christoph_brepols,long_tail_researcher_ikp,566,84,2,3
ikp_t67_rajesh_bordawekar,long_tail_researcher_ikp,569,85,2,3
ikp_t67_xianran_xing,long_tail_researcher_ikp,565,85,2,3
ikp_t67_joseph_chan,long_tail_researcher_ikp,574,86,2,3
ikp_t67_habiba_abdulganiyu,long_tail_researcher_ikp,576,85,2,3
ikp_t67_zhigang_cai,long_tail_researcher_ikp,567,85,2,3
ikp_t67_brennon_brimhall,long_tail_researcher_ikp,563,84,2,3
ikp_t67_kuo_feng_hsu,long_tail_researcher_ikp,566,85,2,3
ikp_t67_david_broneske,long_tail_researcher_ikp,566,84,2,3
ikp_t67_james_lovejoy,long_tail_researcher_ikp,564,84,2,3
ikp_t67_anna_karanika,long_tail_researcher_ikp,563,84,2,3
ikp_t67_surendra_ghentiyala,long_tail_researcher_ikp,577,85,2,3
ikp_t67_zuming_jiang,long_tail_researcher_ikp,564,85,2,3
ikp_t67_hlna_galhardas,long_tail_researcher_ikp,572,85,1,3
ikp_t67_hadi_noureddine,long_tail_researcher_ikp,566,84,2,3
ikp_t67_insik_shin,long_tail_researcher_ikp,566,85,2,3
ikp_t67_dan_suciu,long_tail_researcher_ikp,566,85,2,3
ikp_t67_xinming_wang,long_tail_researcher_ikp,575,85,2,3
